Nome,Descrizione,Scadenza,Disponibile Da...A,Pezzi per cartone,Formati,codice EAN,"VALORI NUTRIZIONALI MEDI 
per 100 g di prodotto:",umidità,allergeni,MARCHI,Categoria
"Orzo Perlato Nero in chicchi varietà
antica ","L’Orzo Nero Varietà Antica  è coltivato nella nostra azienda in Appennino e lavorato direttamente da noi.è una varietà rara e pregiata di orzo, 
coltivata con passione per preservare le sue caratteristiche uniche. Questo cereale antico, con i suoi chicchi completamente neri e la sua naturale 
ricchezza di antociani (potenti antiossidanti), offre un sapore deciso e aromatico e sempre al dente che si distingue per il suo gusto profondo e una leggera 
nota nocciolata.",da 12 a 18 mesi,,12,"500g / 5 Kg /
25 Kg",,"Energia 1333 KJ-319Kcal -
Grassi 1,22g di cui acidi 
grassi saturi 0,2g -
Carboidrati 75g di cui
zuccheri 0,8g - Fibre 14,2g
-Proteine 10,1g -Sale 0,04g",Grado di umidità 14%,"Può contenere Glutine 
in quanto i macchinari utilizzati
lavorano anche cereali","Prodotto di Montagna

Varietà Antica

Perlato a Pietra",Cereali e Farine
Farina d'Orzo ,"La Farina di Orzo viene macinata direttamente da noi nel nostro mulino. è ottenuta dalla macinatura dell’orzo perlato, un cereale che unisce gusto e nutrizione 
in un prodotto naturalmente ricco di fibre, minerali e vitamine. La farina di orzo è particolarmente adatta per chi cerca un’alternativa più leggera rispetto alle farine 
tradizionali, pur mantenendo una buona lavorabilità e una struttura morbida per impasti sani e saporiti. Con il suo gusto delicato e leggermente nocciolato, 
la Farina di Orzo è perfetta per la preparazione di pane, biscotti, dolci o per aggiungere un tocco speciale a pasta fresca e torte rustiche.",da 10 a 12 mesi,,12,500g / 25 Kg,8058301310320,"Energia 1333 KJ-319Kcal -
Grassi 1,22g di cui acidi 
grassi saturi 0,2g -
Carboidrati 75g di cui
zuccheri 0,8g - Fibre 14,2g
-Proteine 10,1g -Sale 0,04g",Grado di umidità 14%,"Può contenere Glutine 
in quanto i macchinari utilizzati
lavorano anche cereali","Prodotto di Montagna

Varietà Antica

Macinata a Pietra",Cereali e Farine
Farina di Segale,"La Farina di Segale viene macinata direttamente da noi nel nostro mulino con macine in pietra. è un prodotto antico e ricco di storia, ottenuto dalla macinazione
 del chicco di segale, un cereale dalle caratteristiche uniche. Rispetto alla farina di grano, la segale ha un contenuto di glutine inferiore, ma si distingue per il suo gusto 
ricco e terroso, che conferisce ai pani e ai prodotti da forno un sapore autentico e un'aroma inconfondibile.Questa farina è particolarmente apprezzata per la sua alta 
digeribilità e la ricchezza di fibre, che la rendono un alimento ideale per chi cerca una dieta equilibrata e naturale. La Farina di Segale è perfetta per la preparazione di 
pane rustico, focacce, cracker e anche per dolci dalla consistenza più compatta e nutriente, come torte e biscotti. Grazie alla sua capacità di assorbire molta acqua, gli 
impasti risultano sempre ben idratati, donando una consistenza morbida e un sapore pieno.",da 10 a 12 mesi,,12,500g / 25 Kg,8058301310344,"Energia 1402KJ-335Kcal -
Grassi 2,0g di cui acidi 
grassi saturi 0,2g -
Carboidrati 75,9g di cui
zuccheri 0g - Fibre 14,5g
-Proteine 8,2g -Sale 0,03g",Grado di umidità 14%,"Può contenere Glutine 
in quanto i macchinari utilizzati
lavorano anche cereali","Prodotto di Montagna

Macinata a Pietra",Cereali e Farine
Avena Decorticata ,"L'Avena Decorticata è coltivato nella nostra azienda in Appennino e lavorato direttamente da noi; è un cereale nutriente e ricco di benefici, che conserva tutte 
le sue proprietà naturali grazie al processo di decorticazione, che rimuove solo la buccia esterna mantenendo intatte le sue caratteristiche nutritive. Questo cereale è
 noto per il suo gusto delicato e la sua versatilità in cucina.L'Avena Decorticata è particolarmente apprezzata per il suo alto contenuto di fibre e per la presenza di proteine
 vegetali, che supportano una dieta sana ed equilibrata. Inoltre, l'avena è una fonte naturale di betaglucani, che aiutano a mantenere il colesterolo sotto controllo e a 
favorire la digestione. Ricca di vitamine del gruppo B e minerali essenziali come il magnesio, l'avena è un alimento completo che offre un benessere profondo e duraturo.",da 12 a 18 mesi,,12,"500g / 5 Kg / 
25Kg",8058301311235,"Energia 1554 KJ-370Kcal -
Grassi 6,5g di cui acidi 
grassi saturi 1,5g -
Carboidrati 58,1g di cui
zuccheri 1g - Fibre 9,8g
-Proteine 13g -Sale 0,001g",Grado di umidità 14%,"Può contenere Glutine 
in quanto i macchinari utilizzati
lavorano anche cereali","Prodotto di Montagna

Decorticato a Pietra",Cereali e Farine
Farina di avena,"La Farina di Avena  viene macinata direttamente da noi nel nostro mulino con macine in pietra ; è ottenuta dalla macinatura finissima dei chicchi di avena decorticata,
 unendo alla sua leggerezza e gusto delicato tutte le proprietà nutritive di questo cereale. Questa farina è perfetta per chi cerca un prodotto che unisca la versatilità in cucina 
alla salute: può essere utilizzata per preparare pane, biscotti, pancake e dolci, ma anche come base per impasti leggeri e nutrienti.La Farina di Avena è naturalmente 
ricca di fibre, che favoriscono il benessere intestinale,e di proteine vegetali che contribuiscono alla sensazione di sazietà. Grazie alla sua struttura fine e al suo gusto 
delicato, questa farina è perfetta per chi vuole preparare piatti leggeri ma allo stesso tempo nutrienti e sazianti. Inoltre, l'avena è una fonte eccellente di betaglucani, 
che supportano la salute cardiovascolare.",da 10 a 12 mesi,,12,500g / 25 Kg,8058301311242,"Energia 1554KJ-370Kcal -
Grassi 6,5g di cui acidi 
grassi saturi 1,5g -
Carboidrati 58,1g di cui
zuccheri 1g - Fibre 9,8g
-Proteine 13g -Sale 0,001g",Grado di umidità 14%,"Può contenere Glutine 
in quanto i macchinari utilizzati
lavorano anche cereali","Prodotto di Montagna

Macinata a Pietra",Cereali e Farine
"Farina di Mais da Polenta varietà
antica Ottofile ","La Farina di Mais da Polenta Varietà Antica Ottofile viene coltivata e macinata nella nostra azienda nel nostro mulino a pietra. è un prodotto che racchiude centinaia 
di anni di storia, derivanteda una delle varietà più antiche e pregiate di mais italiano. Il mais Ottofile si distingue per i suoi chicchi tondi e pieni, che vengono macinati 
a pietra per mantenere intattele proprietà nutrizionali e il gusto autentico di questo straordinario cereale. La nostra farina, con il suo colore giallo e la sua consistenza 
morbida ma granulosa, è ideale per la preparazione della polenta tradizionale, un piatto che evoca il calore e la genuinità delle cucine di una volta. 
Il nostro consiglio è di stendere la polenta pronta su un tagliere di legno e tagliarla con un filo di cotone come si faceva una volta. ",da 10 a 12 mesi,,12,"500g / Kg / 5 Kg /
25 Kg",8058301310351,"Energia 1475 KJ-348Kcal -
Grassi 1,7g di cui acidi 
grassi saturi 0,3g -
Carboidrati 74g di cui
zuccheri 0,5g - Fibre 2,2g
-Proteine 7,1g -Sale 0,01g",Grado di umidità 14%,"Può contenere Glutine 
in quanto i macchinari utilizzati
lavorano anche cereali","Prodotto di Montagna

Varietà Antica

Macinata a Pietra",Cereali e Farine
Farina di Mais Fioretto,"La Farina di Mais Fioretto viene macinata direttamente da noi nel nostro mulino con macina a pietra.è un prodotto delicato e versatile, ottenuto dalla macinatura 
fine del mais, che conserva tutte le caratteristiche nutritive e il gusto naturale del cereale. La sua consistenza morbida e setosa la rende perfetta per preparazioni 
leggere e vellutate, ma al tempo stesso, grazie alla sua grana fine, è ideale per creare impasti più leggeri ma consistenti, come polente morbide, torte e dolci. 
La Farina di Mais Fioretto si distingue per la sua facilità di utilizzo e per la sua capacità di creare piatti dalla consistenza cremosa, 
che si sciolgono delicatamente in bocca. Questa farina è anche un’ottima scelta per la panificazione, dolci e biscotti, grazie alla sua leggerezza 
che conferisce ai piatti una crosticina croccante senza appesantire.",da 10 a 12 mesi,,12,500g / 25 Kg,8058301310375,"Energia 1475 KJ-348Kcal -
Grassi 1,6g di cui acidi 
grassi saturi 0,3g -
Carboidrati 74g di cui
zuccheri 0,6g - Fibre 2,2g
-Proteine 4,6g -Sale 0,01g",Grado di umidità 14%,"Può contenere Glutine 
in quanto i macchinari utilizzati
lavorano anche cereali","Prodotto di Montagna

Varietà Antica

Macinata a Pietra",Cereali e Farine
Mais per Pop Corn,"Il Mais per Pop Corn è coltivato nella nostra azienda in Appennino e lavorato direttamente da noi.è un chicco speciale, selezionato per le sue caratteristiche
 uniche che lo rendono perfetto per ottenere i popcorn più soffici, leggeri e gustosi. Grazie alla sua perfezione e alla sua alta capacità di gonfiarsi, ogni chicco si 
trasforma in una nuvola croccante e saporita, pronta a regalare un momento di piacere e spensieratezza.La qualità dei chicchi è superiore, con una buona umidità 
interna che favorisce un gonfiaggio perfetto. Una volta scoppiettato, il popcorn acquisisce una consistenza leggera e croccante, ideale per essere consumato come 
spuntino sano e naturale, o per essere condito con i tuoi aromi preferiti. Scegliere il nostro Mais per Pop Corn significa optare per un prodotto naturale, che ti permette 
di preparare snack freschi e sani direttamente a casa tua. Perfetto per serate di cinema, feste e momenti di convivialità, il popcorn è sempre un'ottima scelta, 
e con il nostro mais, sarà ancora più buono!",da 12 a 18 mesi,,,500g / 25 Kg,8058301310382,"Energia 1413 KJ-332Kcal -
Grassi 4,2g di cui acidi 
grassi saturi 0,7g -
Carboidrati 51g di cui
zuccheri 0,9g - Fibre 16g
-Proteine 9,7g -Sale 0,03g",Grado di umidità 14%,"Può contenere Glutine 
in quanto i macchinari utilizzati
lavorano anche cereali",Prodotto di Montagna,Cereali e Farine
Riso Carnaroli,"Il Riso Carnaroli è coltivato nelle zone di  Carpi (MO) e lavorato direttamente da noi. Questo riso è da sempre considerato il re dei risotti grazie alla sua struttura 
consistente e alla capacità di assorbire i condimenti senza perdere la sua perfetta consistenza al dente.Ogni chicco di Carnaroli è abbondante e compatto, con una 
grana ampia che, durante la cottura, mantiene una forma ideale, evitando che diventi troppo colloso. Il suo sapore delicato e la sua capacità di legare i sapori lo 
rendono perfetto per risotti ricchi e cremosi, ma anche per piatti freddi, come insalate di riso. La sua altezza nutrizionale e la bassa perdita di amido durante la cottura 
fanno sì che il riso Carnaroli sia la scelta ideale per chi cerca un risultato perfetto e raffinato.",da 12 a 18 mesi,,12,kg,8058301310979,"Energia 1510KJ-361Kcal -
Grassi 0,6g di cui acidi 
grassi saturi 0,1g -
Carboidrati 78g di cui
zuccheri 0,3g - Fibre 1,4g
-Proteine 7,4g -Sale 0,01g",Grado di umidità 14%,"Può contenere Glutine 
in quanto i macchinari utilizzati
lavorano anche cereali",100% Riso Italiano,Cereali e Farine
Riso Integrale,"Il Riso Integrale è lavorato direttamente da noi; è un riso che mantiene intatto il suo guscio esterno, preservando tutte le proprietà nutritive naturali che lo rendono un
 alimento completo e salutare. Questo riso è perfetto per chi cerca un prodotto che unisce il gusto autentico alla salute.Con il suo sapore intenso e naturale, il Riso Integrale
 ha una consistenza più corposa rispetto al riso bianco, ma una masticabilità più ricca, che regala una sensazione di soddisfazione in ogni boccone. È perfetto per piatti 
salutari come insalate, zuppe e piatti freddi. Il suo alto contenuto di fibre, minerali e vitamine lo rende un alimento ideale per una dieta equilibrata e naturale, contribuendo 
alla regolarità intestinale e al benessere digestivo.",da 12 a 18 mesi,,12,kg,,"Energia 1510KJ-361Kcal -
Grassi 2,6g di cui acidi 
grassi saturi 0,1g -
Carboidrati 80g di cui
zuccheri 0,3g - Fibre 1,4g
-Proteine 7,4g -Sale 0,01g",Grado di umidità 14%,"Può contenere Glutine 
in quanto i macchinari utilizzati
lavorano anche cereali",100% Riso Italiano,Cereali e Farine
Farina di Castagne,"La Farina di Castagne viene macinata direttamente da noi nel nostro mulino a pietra, è ottenuta da castagne selezionate raccolte nei nostri boschi a Marola.  
Macinata a pietra per preservare intatte le sue proprietà, questa farina si distingue per il suo sapore delicatamente dolce e rustico, ideale per dolci tradizionali, polente e preparazioni innovative. 
Un ingrediente che porta in tavola la storia e la genuinità di un prodotto naturale, frutto di una tradizione contadina che rispetta il ritmo della natura.",da 10 a 12 mesi,,12,400g / 5 Kg,8058301310399,"Energia 1533KJ-363Kcal -
Grassi 3,1g di cui acidi 
grassi saturi 0,6g -
Carboidrati 73,2g di cui
zuccheri 23,6g - Fibre 9,6g
-Proteine 5,7g -Sale 0,01g",Grado di umidità 14%,"Può contenere Glutine 
in quanto i macchinari utilizzati
lavorano anche cereali","Prodotto di Montagna

Macinata a Pietra","Grano Saraceno
Castagne e
Farine"
Castagne Secche,"Le Castagne Secche vengono raccolte dai nostri boschi siti a Marola e lavorate direttamente da noi. Le nostre Castagne Secche sono il risultato di un’attenta selezione e di un lento processo di essiccazione, 
che ne concentra il sapore e le proprietà nutritive. Con il loro gusto ricco e dolce, queste castagne sono perfette per essere gustate come snack salutare, ammollate in preparazioni dolci o salate 
o per essere impiegate in ricette tradizionali e creative. Un vero tesoro della natura, capace di arricchire ogni piatto con autenticità e calore.",da 12 a 18 mesi,,12,400g / 5 Kg,8058301310405,"Energia 1533KJ-363Kcal -
Grassi 3,1g di cui acidi 
grassi saturi 0,6g -
Carboidrati 73,2g di cui
zuccheri 23,6g - Fibre 9,6g
-Proteine 5,7g -Sale 0,01g",Grado di umidità 14%,"Può contenere Glutine 
in quanto i macchinari utilizzati
lavorano anche cereali",Prodotto di Montagna,"Grano Saraceno
Castagne e
Farine"
Farina di Grano Saraceno,"La Farina di Grano Saraceno viene macinata direttamente da noi nel nostro mulino; è frutto di una lavorazione artigianale che valorizza un prodotto dalle origini millenarie. I chicchi di grano saraceno, 
coltivati in terreni ricchi di tradizione, vengono macinati a pietra per preservarne il sapore unico e la ricchezza nutrizionale.Questa farina si distingue per il suo gusto deciso, con note leggermente nocciolate 
ed un retrogusto rustico, ideale per la preparazione di crepes, pane, pasta e dolci senza glutine. Grazie alle sue proprietà, è apprezzata anche da chi cerca un’alternativa nutriente e digeribile alle farine convenzionali,
portando in tavola il sapore autentico di un cereale antico.
",da 10 a 12 mesi,,12,500g / 25 Kg,8058301310412,"Energia 1436KJ-343Kcal -
Grassi 2,8g di cui acidi 
grassi saturi 0,4g -
Carboidrati 64g di cui
zuccheri 1,2g - Fibre 4,5g
-Proteine 13g -Sale 0,03g",Grado di umidità 14%,"Può contenere Glutine 
in quanto i macchinari utilizzati
lavorano anche cereali","Prodotto di Montagna

Macinata a Pietra","Grano Saraceno
Castagne e
Farine"
"Grano Saraceno decorticato 
in chicchi","Il Grano Saraceno Decorticato è coltivato nella nostra azienda in Appennino e lavorato direttamente da noi; è ottenuto mediante un processo di decorticatura a pietra che rimuove la buccia esterna, 
rendendo il cereale più digeribile e versatile, pur mantenendo intatte le sue preziose proprietà nutrizionali. Questo prodotto conserva il caratteristico sapore rustico del grano saraceno, con una 
leggera nota nocciolata, e si presta a molteplici utilizzi in cucina: può essere impiegato per preparare zuppe, insalate, contorni o utilizzato come base per piatti innovativi. Ricco di proteine, fibre e minerali essenziali, 
il grano saraceno decorticato rappresenta una scelta ideale per chi desidera un ingrediente genuino e versatile, in grado di arricchire la dieta quotidiana con gusto e tradizione.
",da 12 a 18 mesi,,12,"450g / 5 Kg /
25 Kg",8058301310429,"Energia 1436KJ-343Kcal -
Grassi 2,8g di cui acidi 
grassi saturi 0,4g -
Carboidrati 64g di cui
zuccheri 1,2g - Fibre 4,5g
-Proteine 13g -Sale 0,03g",Grado di umidità 14%,"Può contenere Glutine 
in quanto i macchinari utilizzati
lavorano anche cereali","Prodotto di Montagna 

Decorticato a Pietra 

Senza Ammollo","Grano Saraceno
Castagne e
Farine"
Miele di Acacia ,"Il nostro Miele di Acacia è raccolto nei nostri apiari sparsi per l'appennino Reggiano è apprezzato per la sua straordinaria limpidità, il suo colore chiaro
e la sua consistenza sempre fluida, che non cristallizza rapidamente. Dal sapore dolce e delicato, con leggere note floreali e vanigliate, è l’ideale per chi cerca un 
miele dal gusto raffinato e armonioso.Oltre alla sua bontà, il miele di acacia è noto per essere facilmente digeribile e una fonte immediata di energia, grazie alla sua composizione naturalmente ricca di zuccheri semplici.
 Il suo utilizzo è diffuso anche come dolcificante alternativo, poiché il suo gusto neutro non altera i sapori delle bevande o degli alimenti con cui viene abbinato.il nostro miele di acacia è anche un vero
e proprio alleato per il benessere, grazie alle sue proprietà lenitive e depurative, che lo rendono ideale per contrastare le piccole infiammazioni e favorire la digestione. Le sue qualità lo rendono perfetto anche per i bambini, 
grazie alla sua dolcezza equilibrata e alla sua naturalezza.Da sempre considerato un ingrediente versatile in cucina, il miele di acacia è spesso scelto per dolcificare tè e tisane, 
arricchire yogurt e colazioni o come tocco speciale in preparazioni dolci e salate. Raccolto con attenzione e lavorato nel rispetto delle api e della natura, rappresenta un'eccellenza genuina e autentica.
",da 12 a 18 mesi,,"/
6/8/12","sfuso in secchi 
da 25 Kg
Kg/500g/250g","Da 500:
8058301310702
Da 250:
8058301310719",/,/,/,prodotto di montagna,"Prodotti 
dell'Alveare"
Miele di Tiglio,"Il nostro Miele di Tiglio è raccolto nei nostri apiari sparsi per l'appennino Reggiano; è un miele dall’aroma inconfondibile, caratterizzato da note fresche e balsamiche che 
ricordano i fiori di tiglio in piena fioritura. il miele di tiglio è apprezzato per le sue proprietà benefiche. Conosciuto per il suo effetto calmante e rilassante, è un rimedio naturale contro lo stress e l’insonnia, 
favorendo un sonno tranquillo e rigenerante. Inoltre, le sue proprietà antiossidanti e lenitive lo rendono ideale per il benessere delle vie respiratorie e per rafforzare il sistema immunitario. Il suo colore può variare 
dal giallo chiaro all’ambrato, mentre la consistenza è inizialmente fluida, con una cristallizzazione piuttosto lenta che lo rende piacevolmente cremoso nel tempo. Dal gusto intenso, aromatico e 
leggermente mentolato, il miele di tiglio è perfetto per chi cerca un miele dal carattere deciso e persistente. Ideale per dolcificare tè e tisane, si abbina anche a formaggi freschi e piatti dal sapore delicato, 
donando un tocco aromatico unico.",da 12 a 18 mesi,,"/
6/8/12","sfuso in secchi 
da 25 Kg
Kg/500g/250g","Da 500:
8058301310764
Da 250:
8058301310771
",/,/,/,prodotto di montagna,"Prodotti 
dell'Alveare"
Miele di Millefiori ,"Il nostro Miele di Millefiori è raccolto nei nostri apiari sparsi per l'appennino Reggiano; è un miele dal carattere unico, frutto della varietà di fioriture miste presenti nel territorio in cui viene raccolto. 
Ogni lotto è diverso dal precedente, poiché riflette le stagioni, il clima e la ricchezza botanica della zona, regalando un prodotto dal gusto sempre nuovo e sorprendente.Dal sapore equilibrato, con note che possono 
variare dal delicato al più intenso a seconda del periodo di raccolta, il miele millefiori è apprezzato per la sua versatilità e per il profilo aromatico complesso. Perfetto da gustare al naturale, come dolcificante per 
bevande o per arricchire ricette dolci e salate, rappresenta un alimento ricco di tradizione e legame con il territorio.Ricco di proprietà benefiche, il nostro miele millefiori è un alleato naturale per il nostro benessere, 
supportando le difese immunitarie, favorendo la digestione e agendo come un energizzante naturale.Grazie alla sua composizione naturale, il miele millefiori è spesso scelto per un consumo quotidiano, sia per il suo 
gusto avvolgente che per il suo utilizzo in abbinamento a formaggi, yogurt, pane e tisane. Raccolto con cura e lavorato nel rispetto della biodiversità, è un miele che racconta la storia di un ambiente incontaminato, 
portando in tavola tutta la varietà e la ricchezza della natura.",da 12 a 18 mesi,,"/
6/8/12","sfuso in secchi 
da 25 Kg
Kg/500g/250g","Da 500:
8058301310801
Da 250:
8058301310818",/,/,/,prodotto di montagna,"Prodotti 
dell'Alveare"
Miele di Melata di Bosco,"La nostra Melata di Bosco è raccolto nei nostri apiari sparsi per l'appennino Reggiano; è un miele particolare e prezioso, diverso dai mieli di nettare, poiché deriva dalla linfa degli alberi trasformata dal
lavoro instancabile delle api. Il suo colore scuro e ambrato, la consistenza densa e il sapore intenso e poco dolce, lo rendono un prodotto unico e inconfondibile.Raccolta nei boschi ricchi di biodiversità, la melata di bosco
è apprezzata per la sua persistenza aromatica e per la sua naturale versatilità in cucina. La melata di bosco è particolarmente apprezzata per le sue numerose proprietà benefiche: è ricca di minerali e antiossidanti, 
ha un'azione lenitiva e rigenerante, e grazie alla sua composizione naturale, risulta particolarmente adatta per il rafforzamento delle difese immunitarie e per favorire la salute del sistema respiratorio.Perfetta da gustare al
cucchiaio, si abbina magnificamente a formaggi stagionati, yogurt e piatti dal sapore deciso, oltre a essere un’ottima alternativa ai dolcificanti tradizionali.La sua composizione, diversa dai mieli floreali, la rende una scelta 
ideale per chi cerca un prodotto autentico e dal carattere forte, espressione della natura e dell’equilibrio del bosco. Un miele raro, ottenuto con cura e rispetto dell’ambiente.",da 12 a 18 mesi,,"/
6/8/12","sfuso in secchi 
da 25 Kg
Kg/500g/250g","Da 500:
8058301310825
Da 250:
8058301310733",/,/,/,prodotto di montagna,"Prodotti 
dell'Alveare"
Miele di Tarassaco ,"Il nostro Miele di Tarassaco è raccolto nei nostri apiari sparsi per l'appennino Reggiano; è raccolto con cura dai fiori di tarassaco, una pianta che sboccia spontaneamente nei prati primaverili, 
questo miele è un vero e proprio elisir della natura, frutto di un processo artigianale che preserva la sua purezza e autenticità.Dal colore dorato e dalla consistenza morbida, il miele di tarassaco offre un sapore 
delicato, con un lieve retrogusto floreale e fruttato. È un miele che incarna la freschezza e la leggerezza dei fiori di tarassaco, che crescono liberamente nei prati.Ricco di proprietà benefiche, il miele di tarassaco è 
conosciuto per le sue virtù depurative e tonificanti, ideali per favorire la digestione e per contrastare i piccoli disturbi stagionali. Perfetto da spalmare su una fetta di pane caldo, da aggiungere al tè o da utilizzare in 
preparazioni dolciarie, il nostro miele è una scelta sana e naturale per chi cerca qualità e benessere in ogni cucchiaino.",da 12 a 18 mesi,,"/
6/8/12","sfuso in secchi 
da 25 Kg
Kg/500g/250g","
",/,/,/,prodotto di montagna,"Prodotti 
dell'Alveare"
Miele di Castagno,"Il nostro Miele di Catragno è raccolto nei nostri apiari sparsi per l'appennino Reggiano; è un miele dal sapore deciso e inconfondibile, caratterizzato da un gusto intenso, leggermente amaro e con note legnose 
che lo rendono unico nel suo genere. Il suo colore varia dal ambra scuro al bruno rossastro, con una consistenza fluida e una cristallizzazione lenta e irregolare. il miele di castagno è noto per le sue proprietà benefiche: ricco di antiossidanti, minerali e vitamine, è un valido alleato per il sistema immunitario, utile anche per combattere stanchezza e affaticamento. La sua azione antinfiammatoria e lenitiva lo rende ideale per chi cerca un rimedio 
naturale per la gola e le vie respiratorie.Raccolto nei periodi di fioritura dei castagni, questo miele è espressione di un ambiente naturale incontaminato e porta con sé gli aromi robusti del bosco. Per il suo sapore 
complesso e persistente, è molto apprezzato in abbinamento a formaggi stagionati, pane rustico e piatti dal gusto deciso, oltre che come ingrediente in preparazioni dolci e salate.Scelto da chi ama ",da 12 a 18 mesi,,"/
6/8/12","sfuso in secchi 
da 25 Kg
Kg/500g/250g","Da 500:
8058301310726
Da 250:
8058301310733",/,/,/,prodotto di montagna,"Prodotti 
dell'Alveare"
Polline ,"Dal cuore dei prati fioriti e dei boschi incontaminati dell’Appennino, nasce il nostro polline raccolto nei nostri apiari ed essiccato naturalmente, un dono prezioso della natura che raccoglie 
in sé tutta la forza e la vitalità della flora di montagna. Le api, mentre svolgono il loro lavoro nei fiori di campo, raccolgono i granuli di polline che costituiscono un vero e proprio concentrato di
nutrimento naturale, ricco di proteine, vitamine, minerali e antiossidanti. è un prodotto 100% naturale e senza additivi, che può essere consumato come integratore alimentare o come ingrediente per 
arricchire la propria alimentazione quotidiana. Il suo sapore è dolce, con leggere note floreali e una consistenza granulosa, che lo rende perfetto da aggiungere a yogurt, cereali, frullati, o da gustare al naturale 
per una carica di energia immediata.Ricco di proprietà benefiche, il polline è noto per le sue virtù tonificanti e rinvigorenti. È un alleato naturale per rafforzare il sistema immunitario, migliorare la vitalità, 
e contrastare la stanchezza. Le sue proprietà antinfiammatorie e antiossidanti lo rendono un valido supporto anche per la salute della pelle e delle vie respiratorie.",da 12 a 18 mesi,,"/
6/8/12","
450g/220g/120g",/,/,/,/,prodotto di montagna,"Prodotti 
dell'Alveare"
"Caramelle Senza Zucchero
balsamica alla Propoli","le caramelle balsamiche alla propoli senza zucchero sono un rimedio per prendersi cura della gola in modo sano. Perfette per chi cerca un sollievo immediato queste caramelle combinano ed esaltano 
l'azione benefica della propoli per un piacere leggero e naturale. La propoli è nota per le sue proprietà antibatteriche e lenitive, aiuta a proteggere il cavo orale e a dare sollievo alla gola.
Grazie alla loro formulazione senza zucchero queste caramelle sono adatte anche a chi segue un'alimentazione controllata, senza rinunciare al gusto e al benessere. ",da 12 a 18 mesi,,15,70g,8058301310849,"Energia 1000KJ-240Kcal -
Grassi 0g -Carboidrati 99,6g
di cui zuccheri 0g - Fibre 0g 
-Polioli 99,1g -Proteine 0g 
-Sale 0g",/,/,/,"Prodotti 
dell'Alveare"
Caramelle Miele,"Dolci, avvolgenti e naturalmente buone: le Caramelle al Miele sono un piccolo piacere quotidiano, preparato con il nostro miele artigianale raccolto nelle valli incontaminate dell’Appennino. 
Il loro gusto delicato e la consistenza piacevolmente morbida si sciolgono lentamente in bocca, regalando una dolcezza naturale e un tocco di benessere. Perfette per ogni momento della giornata.
",da 12 a 18 mesi,,15,80g,8058301310849,"Energia 1641KJ-386Kcal -
Grassi 0g -Carboidrati 96,4g
di cui zuccheri 73g - Fibre 0g 
-Proteine 0,1g -Sale 0g",/,/,/,"Prodotti 
dell'Alveare"
Caramelle Miele e Zenzero,"Un l’unione perfetta tra dolcezza e vivacità: le Caramelle  Miele e Zenzero combinano la morbidezza del nostro miele artigianale con la nota speziata e leggermente piccante dello zenzero, 
noto per le sue proprietà digestive e tonificanti. Ideali per chi ama i sapori decisi e naturali, queste caramelle sono perfette per un momento di energia e benessere durante la giornata.",da 12 a 18 mesi,,15,80g,8058301310849,"Energia 1639KJ-386Kcal -
Grassi 0g -Carboidrati 96,4g
di cui zuccheri 72,6g - Fibre 0g 
-Proteine 0,1g -Sale 0g",/,/,/,"Prodotti 
dell'Alveare"
"Caramelle Miele ed 
Eucalipto","Un respiro di freschezza, direttamente dalla natura: le Caramelle Miele ed Eucalipto sono perfette per chi cerca un sollievo naturale per la gola e una sensazione di benessere immediata. 
Il nostro miele artigianale avvolge il palato con la sua dolcezza, mentre l’eucalipto regala un tocco balsamico che rinfresca e aiuta la respirazione. Ideali per i mesi più freddi o ogni volta che si 
desidera un momento di freschezza pura.",da 12 a 18 mesi,,15,80g,8058301310849,"Energia 1639KJ-386Kcal -
Grassi 0g -Carboidrati 96,4g
di cui zuccheri 72,6g - Fibre 0g 
-Proteine 0,1g -Sale 0g",/,/,/,"Prodotti 
dell'Alveare"
Caramelle Miele e Mirtillo,"Un’esplosione di dolcezza e frutta in un’unica caramella: le Caramelle Miele e Mirtillo uniscono la delicatezza del nostro miele alla freschezza leggermente acidula del mirtillo, 
creando un equilibrio perfetto di sapori. Ricche di gusto e naturalmente buone, queste caramelle sono un piccolo momento di piacere, 
perfette per chi ama le note fruttate e genuine della natura.",da 12 a 18 mesi,,15,80g,8058301310849,"Energia 1639KJ-386Kcal -
Grassi 0g -Carboidrati 96,4g
di cui zuccheri 72,6g - Fibre 0g 
-Proteine 0,1g -Sale 0g",/,/,/,"Prodotti 
dell'Alveare"
"Caramelle Miele ed 
Erbe di Montagna","Un tuffo nella freschezza della natura: le Caramelle Miele ed Erbe di Montagna racchiudono la dolcezza del nostro miele artigianale e il profumo inconfondibile delle erbe officinali dei nostri boschi. 
Una combinazione equilibrata che dona una sensazione di benessere, perfetto per ritrovare energia e armonia in ogni momento della giornata. Il gusto delicato del miele si 
fonde con le note aromatiche delle erbe, creando un’esperienza sensoriale unica, ispirata alla purezza delle nostre montagne.",da 12 a 18 mesi,,15,80g,8058301310849,"Energia 1641KJ-386Kcal -
Grassi 0g -Carboidrati 96,4g
di cui zuccheri 72,6g - Fibre 0g 
-Proteine 0,1g -Sale 0g",/,/,/,"Prodotti 
dell'Alveare"
